edad-media,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
edad-media,  State-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Tech-support,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Some-college,  Never-married,  Other-service,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  State-gov,  Masters,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  State-gov,  HS-grad,  Never-married,  Other-service,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Tech-support,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  9th,  Married-civ-spouse,  Machine-op-inspct,  Husband,  Black,  Male, si, si, medio-tiempo, extranjero, n
adulto,  Local-gov,  Some-college,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Assoc-acdm,  Never-married,  Craft-repair,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  Husband,  Amer-Indian-Eskimo,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  5th-6th,  Married-civ-spouse,  Handlers-cleaners,  Husband,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Divorced,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Local-gov,  HS-grad,  Never-married,  Protective-serv,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  10th,  Separated,  Other-service,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Never-married,  Other-service,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  Private,  10th,  Never-married,  Sales,  Not-in-family,  Other,  Male, si, si, excesivo, nacional, n
joven,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Some-college,  Separated,  Adm-clerical,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  Assoc-voc,  Divorced,  Craft-repair,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  Assoc-acdm,  Never-married,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Assoc-voc,  Divorced,  Protective-serv,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
anciano,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Sales,  Other-relative,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  Wife,  Black,  Female, si, si, excesivo, extranjero, y
adulto,  Federal-gov,  Masters,  Married-civ-spouse,  Tech-support,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Tech-support,  Other-relative,  White,  Female, si, si, excesivo, extranjero, y
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Transport-moving,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  ?,  Assoc-voc,  Never-married,  ?,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  10th,  Separated,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
anciano,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, no, si, tiempo-completo, nacional, n
adulto,  Private,  HS-grad,  Separated,  Handlers-cleaners,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  Private,  11th,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
anciano,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  9th,  Married-civ-spouse,  ?,  Husband,  Black,  Male, no, si, medio-tiempo, nacional, n
adulto,  Private,  HS-grad,  Divorced,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Craft-repair,  Husband,  Amer-Indian-Eskimo,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Some-college,  Divorced,  Sales,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Craft-repair,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  Some-college,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Own-child,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Craft-repair,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  HS-grad,  Never-married,  Protective-serv,  Own-child,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Married-spouse-absent,  Exec-managerial,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
adulto,  Private,  5th-6th,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Female, si, si, excesivo, extranjero, n
adulto,  Private,  HS-grad,  Divorced,  Craft-repair,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  7th-8th,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  HS-grad,  Widowed,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Never-married,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  Not-in-family,  Asian-Pac-Islander,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Protective-serv,  Not-in-family,  Black,  Male, si, si, tiempo-completo, nacional, n
anciano,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Husband,  Asian-Pac-Islander,  Male, si, si, excesivo, extranjero, y
edad-media,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, no, si, excesivo, extranjero, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  11th,  Never-married,  Handlers-cleaners,  Other-relative,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  12th,  Married-civ-spouse,  Other-service,  Wife,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Other-service,  Own-child,  Black,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  ?,  Masters,  Never-married,  ?,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Assoc-voc,  Separated,  Other-service,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
anciano,  Private,  7th-8th,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  HS-grad,  Divorced,  Prof-specialty,  Unmarried,  Asian-Pac-Islander,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Exec-managerial,  Other-relative,  White,  Female, si, no, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Federal-gov,  Masters,  Never-married,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  Local-gov,  12th,  Never-married,  Protective-serv,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Sales,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Federal-gov,  HS-grad,  Separated,  Exec-managerial,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Assoc-voc,  Widowed,  Adm-clerical,  Unmarried,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Husband,  Black,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Married-spouse-absent,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Widowed,  Machine-op-inspct,  Unmarried,  White,  Male, no, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Sales,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Own-child,  Asian-Pac-Islander,  Female, si, si, tiempo-completo, nacional, n
adulto,  Local-gov,  Assoc-voc,  Divorced,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Doctorate,  Married-spouse-absent,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, extranjero, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Unmarried,  Other,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Farming-fishing,  Own-child,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Local-gov,  Some-college,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
adulto,  State-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Husband,  Asian-Pac-Islander,  Male, no, si, excesivo, extranjero, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, no, si, medio-tiempo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, medio-tiempo, nacional, y
edad-media,  Private,  9th,  Never-married,  Machine-op-inspct,  Unmarried,  Black,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Divorced,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Federal-gov,  HS-grad,  Never-married,  Adm-clerical,  Unmarried,  White,  Female, si, si, medio-tiempo, nacional, n
joven,  Private,  Some-college,  Never-married,  Sales,  Own-child,  Black,  Male, si, si, tiempo-completo, nacional, n
joven,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  State-gov,  Masters,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Never-married,  Farming-fishing,  Own-child,  White,  Male, si, si, excesivo, nacional, n
